Tweet_lemmatized
"['sameraofficial', 'met']"
"['zaynnarb', 'boyfriend\n\nfound', '👆']"
"['treaty', 'drop', 'phone', 'water']"
"['callmeeayy', 'asleep', '😴']"
"['marvindavila', 'contact']"
['steinekin']
"['jarretthendrix', 'wild', 'guess']"
"['aishwaryaraibh', 'high', 'brow', 'eye']"
"['aditiar', '👀', 'prize']"
"['valenvalega', 'gotta', 'find', 'bran']"
['chemicalboyy']
"['👁👁\nyou', 'twitter', '👀']"
"['yooocaitlin', 'scam', 'coupon']"
"['visionairh', '🎵', 'goodbye']"
"['cwhudson', 'dm', 'yeah']"
"['twixaregodtier', 'brb', 'building', 'library', 'mutuals']"
"['tmjsx', 'wanted', 'chat']"
"['kotkaniolii', 'nm', 'hbu']"
['pgosys']
"['landonsface', 'asi', 'asi', 'tú']"
"['oliviabeksel', 'hbd', 'advance']"
"['herbataseokjina', 'mutual']"
"['licklegracie', 'inquiring']"
"['humanitarian', 'monday']"
"['hbssgcstan', 'twitter', 'mean', 'left', 'forgotten']"
"['leicesterkaaki', 'decide', 'eat', 'dinner']"
"['quee', 'hug', 'bagel']"
['trugreen']
[]
"['bbwslayer', 'l', 'f']"
"['itsmattfred', 'make', 'rat', '']"
"['aquaa', '😂']"
"['faithschaffer', 'tweet', 'shrek', 'gtgtgt']"
"['saturjae', 'loud', 'clear']"
"['karabomokgoko', 'decade', 'energy']"
"['tobibakre', 'secret', 'safe']"
"['sapharic', 'love', 'timeline', '💙']"
"['noobtheloser', 'hacking', 'system', 'work']"
"['jamienicolehoo', 'true', 'love', 'twitter', 'love']"
"['emteethehustla', 'support']"
"['geminiscry', 'hype', 'team', 'gotchu']"
"['iovingmore', 'watch', 'grass', 'grow']"
"['itsmattfred', 'work', 'smarter', 'harder']"
"['topic', 'android', 'web']"
"['ognasia', 'funny', 'handle']"
"['weyesblood', 'love', 'lurk']"
"['rudeastrology', 'learned', 'lesson']"
"['rt', 'girrlfieri', 'forcing', 'ur', 'homie', 'good', 'tweet', 'made', 'httpstcokkxndb']"
"['rt', 'ellorysmith', 'anytime', 'meet', '', '“i', 'follow', 'twitter”', 'heart', 'stop', 'full', 'beat', 'bro', 'diary', 'please…']"
"['maditaylorx', 'tweet', 'watching']"
['kwite']
"['lbmb', 'httpstcoezroqul']"
"['nickusen', 'boogie', 'night', '', '', '', '', '', '', '', '', 'timeline\n', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '🤝\n', '', '', '', '', '', '', '', '', '', '', 'cultural', 'influencers']"
"['southernhomo', 'praying', 'bring', 'tweet']"
"['jennaajoseph', 'true', 'love', 'making', 'meal', 'defending', 'twitter']"
"['shutupmikeginn', 'funny']"
"['radiocarissa', 'move', 'basically']"
"['zannyisall', 'magnetic']"
"['thogden', 'blue', 'moon']"
"['ffraga', 'forget', 'werewolf', 'wing']"
"['kishoredelights', 'kishore🌕']"
"['ositebusite', 'beeee', 'good']"
"['liamgregory', 'wolf', 'heading', 'straight', 'tweet']"
"['imola', 'tiptoeing', 'timeline']"
"['midnightvalkyr', 'fighting', 'evil', 'moonlight', '🎵']"
"['tmjsx', 'full', 'moon', 'energy', 'real']"
"['oualid', 'raven', 'thing']"
"['full', 'moon', 'tweet', 'carefully']"
"['rushiss', 'deep', 'breath', 'holy', 'trinity']"
['bornbaddie']
"['peytonthefrog', 'wimpy', 'kid']"
"['regina', 'noticed']"
"['jellybe', 'letter', 'mail', 'recently']"
"['yevnh', 'joey']"
"['darkylecube', 'arranged', 'horizontally', 'vertically', 'audience']"
"['jkjkbts', 'updating', 'hair', 'color', 'entry']"
['bangtandipitous']
"['victrr', 'pencil']"
"['jaredbrecher', 'good']"
"['dear', 'diary']"
"['hot', 'take', 'hot', 'topic', 'brand', 'new\n\nnow', 'follow', 'specific', 'topic', 'discover', 'tweet', 'care', 'httpstcotvbrfutyd']"
"['mariskreizman', 'tweeting', 'dog', 'face']"
"['johnnytwt', 'publish', 'research', 'paper']"
"['edwardkollins', 'paparazzo', 'en', 'route']"
"['callmeayokay', 'live', 'timeline']"
['nmilly']
"['xtianisabsent', 'httpstcovlpebkoxw']"
"['listenbts', 'tweet', 'make']"
"['jugglepup', 'daisy', 'daisy']"
"['eppjeyyy', 'raise', 'glass']"
"['mogster', 'preface', 'process']"
"['chloebrockett', 'read', 'front', 'back', '✔️']"
"['nakaamrade', 'impact']"
"['kikiegray', 'important', 'quality', 'man']"
"['aerhinet', 'love']"
"['udayxuday', 'gtgtgtgt']"
"['kimmichelle', 'stand', 'test', 'time']"
"['lotsofuss', 'absolutely', 'batman', 'catwomans']"
"['touchdalight', 'tweet', 'me\n—', 'thought']"
"['rt', 'iatemuggles', 'close', 'twitter\nmy', 'brain', 'now\nme', 'open', 'twitter']"
"['esnycuddles', 'friend']"
"['sharonwidows', 'leave', 'good', 'morning', 'dm', 'wake']"
"['themcbang', 'prefer', 'feel', 'gassy']"
['matthewdanielll']
['biancaxunise']
"['keithedwards', 'place']"
"['theferocity', 'wemetontwitter', 'find', 'man', 'breakfast', 'partner']"
"['officialnairam', 'nailed']"
"['hongjoongslut', 'damn']"
"['greeniight', 'whats', 'twitter']"
"['squishminlix', 'hyped']"
"['jasminethejuicy', 'mute', 'miss']"
"['bryan', 'find', 'group', 'chat']"
"['cuurllz', 'watch', 'time', 'resurfaces']"
"['fineeechinaaa', '', 'alarm', '\nsnooze\nwake', 'scroll', '\nactually']"
"['bestdamianwayne', 'priority', 'line']"
"['jeffsanon', 'grown', 'tweet']"
['styiesmccartney']
"['httpluigie', 'screenshots']"
"['nickusen', 'clealy', 'work', 'art']"
"['themilesluna', 'v', 'vendetta', 'lose', 'game']"
"['maybemlik', 'dreamer', 'tweeter']"
"['jazzinmypants', '🔵', '🔵', '🔵']"
"['rylrat', 'direct', 'tweet', 'contact']"
"['eleanorxneale', 'girl', 'tweet']"
"['meatymcsorley', 'great', 'catch']"
"['asteadwesley', 'family', 'brings', 'tweet']"
"['osharry', 'fine', 'line', 'harrys', 'twitter', 'stan', 'twitter']"
"['alaminaliyu', 'personal', 'care']"
"['tuurdemeester', 'deadline', 'assignment']"
"['thehighmother', 'timeline', 'writing', 'song']"
"['faiithhw', 'laugh', 'track', 'tweet']"
"['mikeycobban', 'louder', 'tweeter', 'back']"
"['jeonified', 'prest', 'loyalty']"
"['finneas', 'cursed', 'mummy', 'milkshake', 'week']"
"['kweenri', 'mad', 'shared', 'tweet']"
"['theoriolafemi', 'clockwork']"
"['whysimonewhy', 'fresh', 'hot']"
"['dinam', 'bad', 'roundworm', 'hand', 'tweet']"
"['wetrustsoap', 'flame', 'blue']"
"['lunapocaiypse', 'sending', 'good', 'vibe']"
"['lcvemnh', 'bookmark', 'tweet', 'lose']"
"['rogermuru', '😎']"
"['shayxbee', 'valuable', 'degree']"
"['aniyahartistry', 'dark', 'mode', 'device', 'versatility']"
"['therealshangaan', 'giving', 'moment']"
"['amydrummond', 'dog', 'glove']"
"['idasiasoco', 'idea', 'talking']"
"['justmiche', 'learn', 'commitment', 'level']"
"['npcarlsson', 'twitter', 'art']"
"['mickshaffer', 'shoutout', 'dad', 'unofficially', 'inspiring', 'tweet']"
"['oliviakdes', 'holiday', 'start', 'today']"
"['elizabethullom', 'love']"
"['dagetheevil', 'decade', 'tweeting']"
"['tonyfratto', 'corny', 'handle', 'incoming']"
"['netizendrama', '👀', 'mutuals']"
"['alicejay', 'alice', 'talented']"
['httphaikal']
"['alexgaskarth', 'gingerbread', 'man', 'tweet', 'tweet', 'fast']"
"['peytnhaag', 'iced', 'coffee', 'hand', 'tweet']"
"['redciip', 'spooking', 'continues']"
"['anapatni', 'wed', 'ghost', 'tweeter', 'account']"
"['shionnosix', 'end', 'tomorrow', '🙃']"
"['aloalabs', 'scary']"
"['taylovessarah', 'feeling', 'haunted']"
"['phaxie', 'david', 'pumpkin', 'incoming']"
"['overwatchedmk', 'spook', 'confidence']"
"['sindhi', 'teacher', 'assumed', 'trick']"
"['rookocelot', 'put', 'good', 'word']"
"['catan', 'valentine', 'day', 'holiday']"
"['crafty', 'whats', 'house', 'trick', 'treat', 'bikini', 'bottom']"
"['xobbxo', 'feeling', 'wicked', 'dressed']"
"['kaiserdraconia', 'michael', 'shrek', 'wazowski']"
"['roseb', 'pov', 'neighbor', 'watching', 'trick', 'treater', 'front', 'step']"
"['tarun', 'treat']"
"['edemfarmston', 'öö', 'added', 'fake', 'lash', 'costume']"
"['amanchabukswar', 'slappa', 'da', 'pumpkin']"
"['vuqarmughal', 'trick', 'treater', 'birthday', 'cake', 'tonight']"
"['broccolided', 'candy', 'corn', 'candy', 'cane', 'real', 'quick']"
"['vantesoio', 'invisibility', 'cloak']"
"['benjamin', 'vibe', 'check', 'loading']"
"['spooky', 'vibe', 'check']"
"['lameravioli', 'benicetome', 'sjschauer', 'wouldnt', 'risk', 'twitter', 'friend']"
"['orionnichole', 'poem', 'tweet', 'making', 'world', 'feel', 'smaller', 'day']"
"['smiiy', 'beach', 'ride', 'wave', 'wash', 'shore', 'add', 'addendum', 'tweet', '“i', 'considered', 'w…', 'httpstcohhdympluu']"
"['nextleveltilly', 'rooting', 'pasta', 'man']"
"['damnezzy', 'show', 'show', 'out\nyour', 'follower']"
"['muhindijuma', 'ten', 'ten']"
"['inclhmptn', 'gotta', 'twitter', 'water', 'plant', 'emoji']"
"['mxmtoon', 'energy', 'bring', 'tweet']"
"['dnlimn', '', 'wemetontwitter\n', 'meet', 'irl', '\n', '🥰💓💖💗💞💘💘💓❤️💙💚🧡🧡💞💓💖💕💘💞']"
"['darrelltaylorst', 'wouldnt', 'opposed']"
"['theybangtan', 'httpstcofzdncy']"
"['jazzbug', 'tweet', 'vibe']"
"['fairylulllaby', 'eye', 'closed']"
"['xxxrtd', 'basically', 'chef']"
"['prominentbabee', 'actor']"
"['noturwaifu', 'ring', 'retweet']"
"['oye', 'tv', 'popcorn']"
"['cultofrezz', 'morse', 'code', 'dot', 'dot', 'dashed', 'edm', 'beep', 'beep', 'boop']"
"['grlalx', '', '\n\nis', 'to\n\nfeel', 'tweet']"
"['sharing', 'tweet', 'dm', 'love', 'language', 'today', 'android', 'user', 'making', 'easier']"
"['yoonminfocus', 'gut', 'butt', 'case']"
"['freshhkiicks', 'twitter', 'heard']"
"['mikeyguthneck', 'eye', 'wet']"
"['tylerjcameron', 'bookmark']"
"['insideotears', 'real', 'selfstarter']"
"['geosnugget', 'internal', 'stan', 'twitter', 'alarm', 'clock']"
"['angryblacklady', 'singing', 'version', 'forever']"
"['moreofcee', 'question', 'follower']"
"['jamielconnolly', 'enjoyed', 'tweet', 'loved', 'tweet', 'tweet', 'made', 'happy']"
"['marcossots', 'king', 'day']"
"['warpedelrey', 'sorion', 'goal']"
"['chikoritacheez', 'miss', '', 'reply', 'send']"
"['kindahungrym', 'dry', 'timeline']"
"['austinnotduncan', 'spirit']"
"['biondiewasabi', 'literal', 'chemistry', 'dm']"
"['amberscholl', 'tweeted', 'happily']"
"['thatjuanboy', 'service']"
"['syafiyizady', 'theellenshow', 'selfie', 'decade']"
"['jeffkasanoff', 'httpstcoxxdgwkfuk']"
"['scottcrates', 'rudolph']"
"['jaicabajar', 'tweet', 'perfect', 'fit', '💙']"
"['uncleduke', 'egg', 'mark', 'tweet']"
"['adwaitsamir', 'retweeted']"
"['abodalnasr', 'learning']"
"['jksgabar', 'imagine', 'push', 'notification']"
"['zellieimani', 'start', '\n\nthats', 'reply']"
"['mandiprz', 'tweet', 'heart']"
"['tinytommo', 'he', 'lurking']"
['crashley']
"['grandayy', 'task', 'grueling']"
"['quintabrunson', '“thats', 'tweet”', 'hit']"
"['sunriseharry', 'brave', 'assume', 'didnt', 'index', 'finger']"
"['krazygioo', 'httpstcowjigmtwyyc']"
"['moonchildseoks', 'like', 'cancel']"
"['factsoup', 'fact']"
['matchuchutrain']
"['yunggiorno', 'pulled', 'free', 'parking']"
"['zaideyharris', 'hit', 'close', 'home', 'x']"
"['jaybrzy', 'allnighter', 'day']"
"['foreverrain', 'ive', 'tweet']"
"['romayojr', 'time', 'spooky', 'szn']"
"['bottlerocket', 'dark', 'dawn']"
['midnightjimini']
"['musab', 'wait']"
"['spookedgracie', 'night', 'night', 'feed', 'bright']"
"['vanilataehyungg', 'dopaminyoongi', 'today']"
"['alexmaxham', 'october', 'felt', 'spooky']"
"['shwize', 'fam']"
"['dark', 'side', 'android', 'user', 'light', 'twitter', 'httpstcorpvstzvdnr']"
"['paulcobler', 'people']"
['thatonebritt']
"['ryanmicheale', 'team']"
"['yohjistan', 'thought']"
"['sydneytalker', 'ppt', 'protect', 'pinned', 'tweet']"
"['tokiotrev', 'tone', 'tweet', 'advanced', 'placement', 'class']"
"['comicklaus', 'hyperfixation', 'twitterverse']"
"['joustaminute', 'minute', '', 'minute', 'tweet']"
"['mousewithtimbs', 'tweet', 'gotta', 'glow']"
"['abbygov', 'screen']"
"['mashirakos', 'hope', 'he', 'good', 'morning']"
"['avalanchet', 'set', 'vibe', 'free']"
"['dumbbitchcarys', 'brand', 'time']"
"['rt', 'offbrandversace', 'damn', 'essay', '\n\nalso', '', 'httpstcornuecxukqm']"
"['scottgreenfield', 'listen', 'closely', 'hear', 'faint', 'melody', 'riiise', 'shiine']"
"['heartlle', 'tweet', 'smart']"
"['bbygirllpostz', 'song', 'year']"
"['dreyprint', 'called', 'passion']"
"['charleswieand', 'naturally']"
"['sawyerknight', 'httpstcoukgbglkmm']"
"['tessaviolet', 'niche', 'informative']"
"['stixilfox', 'mission', 'accomplished']"
"['kingyeahmi', 'heart', 'skipped', 'beat', '']"
"['joshraclaw', 'perfect', 'endorsement']"
"['localceleb', 'httpstcomjnqgnn']"
"['thoughtsofaphd', 'real', 'thesis']"
"['solelunastro', 'stay', 'safe']"
"['mfuehrme', 'hard', 'candy']"
"['tylerdinucci', 'drama', 'geocaching', 'twitter', 'chef', 'kiss']"
"['alpharad', 'journey']"
"['rt', 'latewithlilly', 'laughing', 'twitter', 'asleep', '😂', 'httpstcoqewadtmcsb']"
"['beccamitchell', 'family', 'tweet', 'stay']"
"['humangohil', '🎶', 'world']"
"['cjayytaughther', 'news', 'side']"
['freshhel']
"['maddbrown', 'playing', 'repeat']"
"['tignotaro', 'question']"
"['dayatpiliang', 'cat', 'let', 'like', 'roll']"
"['hayleykiyoko', 'time', 'quick', 'demo']"
"['gloomfather', 'love', 'ebb', 'flow', 'virality', 'forever']"
['trashytozier']
"['mrmedina', 'entertainment']"
"['hassannatha', '🎶', 'tweet']"
"['osharry', 'harry', 'stans', 'bring', 'fam']"
"['amandacrae', 'wemetontwitter']"
"['taestychai', 'sneak']"
"['valaafshar', 'stay', 'learning']"
"['alexisscarrasco', 'wemetontwitter', 'mood']"
"['quintabrunson', 'tweet']"
['fuccl']
"['nehathemartian', 'pour', 'beaker', 'tweet', '🧪']"
"['harsha', '', 'unbeaten\n\nhttpstcoafzorsiomj']"
"['rouzainalazkani', 'showed', 'us\n\nhttpstcoxwrazuqrj']"
"['eliasmcfc', 'okay\n\nhttpstcokywlgln']"
"['sillygolbrock', 'it\n\nhttpstcoxgkcleqgkq']"
"['olabodela', 'creating', 'community', 'day', '\n\nhttpstcovsqootuvxf']"
"['ngetichkpeter', 'httpstcoyydwqrays']"
"['yourbuddylew', 'hope', '', 'christmas', 'everything\n\nhttpstcokkizp']"
"['adedamolaop', 'good', 'advice\n\nhttpstcozecfjregg']"
"['lorriee', 'tweet', 'lorrie', 'tweet\n\nhttpstcozriybguj']"
"['wix', 'hooked', 'twitter\n\nhttpstcowauvzgus']"
"['lucianobabie', 'httpstcoqzdpznsz']"
"['benjamin', 'it\n\nhttpstcohbedktd']"
"['vitaminwater', 'tweet', 'love']"
"['itztomie', 'dream\n\nhttpstcovodtijx']"
"['emilysbasic', 'loss\n\nhttpstcooubbtlsx']"
"['terilyns', 'eagle', 'year\n\nhttpstcoelysdkkix']"
"['remember', 'tweet\n\nwe']"
"['ugwunnaejikem', 'sigh', 'tweet']"
"['🎶', 'return', 'mac', '🎶']"
"['jonasconcerts', 'twitterverse', 'heard']"
['erichwithach']
"['icedoutomnitrix', 'bloody', 'brilliant']"
"['dylangelula', 'dylan', 'hack']"
"['tinytommo', 'stan']"
"['ryanabe', 'cross', 'tweet', 'list']"
"['samcorb', 'babe']"
"['danialzz', 'read', 'mind', 'read', 'twitter']"
"['chooksemmanuel', 'spook', 'emmanhell']"
"['bloggeryanke', 'ghost', 'blogger']"
"['wbhomeent', 'corworner', 'bros']"
"['freeformtv', 'boooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo…', 'httpstcojdztccy']"
"['johndeere', 'jawn', 'dead']"
"['jackbox', 'paranormal', 'jacktivity']"
"['junirachmatp', 'monster', 'mat']"
"['coreyclouds', 'gory', 'corey']"
"['wackiana', 'ghouliana']"
"['fabiarelyy', 'fabcula']"
"['noahlevy', 'noahlevily']"
"['lucadepalma', 'spooka']"
"['moeaziz', 'boohammad']"
"['drumstick', 'doomstick']"
"['wix', 'wicked', 'wix', 'west']"
"['bluejays', 'toronto', 'boo', 'jay']"
"['vishnumvi', 'vishghoul']"
"['ikiwifruit', 'hollyween', '🕸']"
"['thefazk', 'fazday']"
"['stafoh', 'staaaaaaaaaafoh']"
"['itzfantin', 'fantinstein']"
"['darkenx', 'waifuvisualz', 'afraid', 'darkenx']"
"['mkobach', 'batthew']"
"['jaiveer', 'javiscare']"
"['sirajahashmi', 'siraji', 'board']"
"['johnswanyt', 'john', 'mindspawn', 'swan']"
"['tezunoh', 'tez', 'treat']"
"['yaboyojake', 'yaboyjakeolantern']"
"['ironsword', 'pretty', 'scary']"
"['tjbignips', 'tyler', 'spookyland']"
"['tweetdec', 'devilan', 'slashin']"
"['pavgod', 'casper', 'friendly', 'corgi']"
"['ewdatsgross', '', 'spooky']"
"['clariiita', 'scariiita']"
"['alphawings', 'luke', 'spook']"
"['mamakittyy', 'devil', 'devan']"
"['october', 'th\n\nreply', 'spooky', 'name\nlike', 'twitter', 'ghastly\nrt', 'respect', 'revere', 'candy', 'corn']"
"['umentalow', 'looked', 'reply', 'tweet']"
"['zachclayton', 'love', 'barter', 'system']"
"['coleyvance', 'interview', 'start']"
"['rklau', 'blind', 'excellence', 'tweet']"
"['beatricepirate', 'tweet', 'read', 'chart']"
"['cakehoarder', 'vibe', 'check']"
"['lewisblissett', 'turn', 'ac']"
"['gothworldian', 'nail', 'art']"
"['acud', 'fact']"
"['lesleyallan', 'felt', 'weight']"
"['shinsospuppet', 'tweet', 'quality']"
"['solelunastro', 'suddenly', 'sign', 'superior', 'sign']"
"['gemmareacts', 'sends', 'dm', 'win']"
"['shctctodorokii', 'seamless']"
"['itssromannn', 'call', 'spooky', 'season', 'reason']"
"['jerrypleasure', 'bookmarked']"
"['fairycrust', 'tweet', 'people', 'tweeting', 'october', 'actual', 'october', 'tweet']"
"['alexjkane', 'patiently', 'waiting', 'find', 'rose']"
"['miami', 'platform', 'oyster']"
"['byelacey', 'unintentional', 'ghosting']"
"['huntermoonshot', 'hope', 'open', 'laptop', 'pizza', 'parlor']"
"['morphinedreamzz', 'topnotch', 'unboxing', '💙']"
"['sbrhm', 'spook']"
"['dukewindsor', 'time', 'add', 'draft', 'column', 'excel', 'spreadsheet']"
"['yomisteryoso', 'building', 'character', 'tweet', 'tweet']"
"['erxnk', '\nproblems', '⇜⇜⇜', '🕺']"
"['shaycalvillo', 'lilchloe', 'hit', 'tweet', 'button']"
"['thaniggaallen', 'priority', 'open', 'early']"
"['purefro', 'twitter', 'thing', '🔜', 'wemetontwitter']"
"['lilsasquatch', 'boother']"
"['smiiy', 'turn', 'trading', 'card']"
"['memeulous', 'dm', 'group', 'roommate', 'ready']"
"['carrotflowrs', 'erase', 'memory', 'discover', 'time']"
"['caseyexplosion', 'goose', 'watching']"
"['georgeciveris', 'kendall', 'roy', 'write']"
"['eboyjeons', 'chicken', 'noodle', 'soup', 'dm', 'side']"
"['search', 'dm', 'search', 'rolling', 'io', 'today']"
"['justjoeyjoeyjo', 'weird', 'twitter', 'brand', 'twitter']"
"['designationsix', 'ready', 'tweet', 'start', 'walkin']"
"['spongefactsalt', '\n\nhttpstcoxvhedzteza']"
"['ecareyo', 'amazing', 'sweetie']"
"['wonhostiddys', 'job', 'requires', 'double', 'iced', 'coffee', 'tbh']"
"['upisnotjump', 'embrace', 'gifdom']"
"['realjfairclough', 'stayin', 'alive', 'stayin', 'alive']"
"['cara', '', 'httpstcojmxwelmu']"
"['janeedoee', 'set', 'alarm', 'wake']"
"['extendobans', 'tweet', 'test']"
"['hydratedangel', 'hear', 'people', 'bored', 'couldnt', 'stop']"
"['poiarizetruce', 'header', 'heart']"
"['starksgrandes', 'poiarizetruce', 'afterlaufeyson', 'good', 'sharing', 'emotion']"
"['cessspllrdo', 'succeeded']"
"['quackzonqueen', 'everyones', 'reaction', 'finding', 'spiderman', 'back', 'mcu']"
"['theklmanuel', 'roll', 'pumpkin', 'emojis']"
"['fiimsis', 'stefon', 'bust']"
"['tldtoday', 'specific']"
"['randolphuk', 'meme', 'take', 'off\n\neveryone\nhttpstcoaqrfuusr']"
"['justinbieberekz', 'bridesmaid', 'internet']"
"['caucasianjames', 'landlord', 'guest', 'tweet']"
"['nathanzed', 'bright', 'unbothered']"
"['baldboyblues', 'southern', 'accent']"
"['amylinariff', 'looked', 'wemetontwitter']"
"['itsm', 'timeline']"
"['karlremarks', 'meta']"
"['sketchesbyboze', 'sign', 'let', 'fly']"
"['colton', 'man', 'dm']"
"['souitwins', 'cns', 'soul']"
"['milkcryptid', 'twitter', 'familia']"
"['caits', 'ivymorris', 'dogrates', 'winner', 'emerges', 'pack']"
"['cousamao', 'og', 'sco', 'pa']"
"['geraldngaopk', 'day', 'spaghetti', 'nice']"
"['basostream', 'scream', 'perfection']"
"['starrcartney', 'obladi', 'oblada', 'potatoooo\nlala', 'life']"
"['ei', 'tweet', 'tweet']"
"['fredtjoseph', 'poetry']"
"['seantardy', 'art', 'twitter']"
"['twittzendo', 'howd', 'shallow', 'head']"
"['heavensentposty', 'find']"
"['goshles', 'flattered']"
"['let', 'settle', 'greatest', 'tweet']"
"['alpharad', 'httpstcoaaucucmu']"
"['uvwxyz', 'talk', 'bad', 'class']"
"['passionjoon', 'chicken', 'noodle', 'soup', 'chicken', 'noodle', 'soup', 'chicken', 'noodle', 'soup', 'tweet', 'side']"
"['tatiannanow', 'wearing', 'denim', 'denim', 'day']"
"['fayekinley', 'tweet']"
"['andrewbluefilms', 'act', 'group', 'chat', 'agenda']"
['kidzwithbugz']
"['micasa', 'wheres', 'novella']"
"['sofarrsogud', 'love', 'quirky']"
"['simonokioga', 'telepathy', 'tweeting']"
"['cleopatralove', 'moot', 'back']"
"['vsouur', 'forgot', 'twitter', 'destination']"
"['vinettria', 'easier', 'make', 'plan', 'group', 'chat']"
"['aidan', 'tbh', 'selfcare', 'mode']"
"['glamoureptile', 'ap', 'twitter', 'bio']"
"['euphrlalve', 'fan', 'dialogue']"
"['joshe', 'tweeting', 'tweet', 'twitter', 'alongside', 'tweet', 'people', 'tweeting', 'timeline', 'twitter']"
"['zandirts', '🎵', 'belong', '🎵']"
"['emmalea', 'jonnysun', 'tinycarebot', 'back', 'tweet']"
"['chelseajenks', 'allowed', 'cringe', 'tweet', 'day']"
"['ponytailjihyo', 'special']"
"['paladinamber', 'thought', 'bean', 'spaghetti', 'real', 'twitter', 'hero']"
"['hopesjm', '🤪🤣🤣🤣🤫😭😭']"
"['andrearussett', 'offense', 'boyfriend', 'suck', 'meme']"
"['listerwill', 'tweet']"
"['greeniight', 'people', 'tweet']"
"['akochav', '🤝', 'school', 'language', 'department']"
"['jkgadsby', 'bedtime', 'story', 'block']"
"['lukasbattle', 'tweet', 'draft', 'screamed', 'meryl']"
"['rosewhatever', 'feel', 'moisturized']"
"['tonyfan', 'notification']"
"['enchantedherron', 'lauren']"
"['rt', 'shashashasha', 'extrovert', 'tweet', 'introvert', 'street']"
